Try No,Score,Even Distribution Score,Cheapest Station,Costs,Amount of Stations,Lowest price,Time,Fails,How many Stations
223,"{'1': 7, '2': 7, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
224,"{'1': 8, '2': 7, '3': 7, '4': 5, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
225,"{'1': 8, '2': 6, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
226,"{'1': 7, '2': 6, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
227,"{'1': 8, '2': 7, '3': 7, '4': 5, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
228,"{'1': 7, '2': 7, '3': 5, '4': 8, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
229,"{'1': 8, '2': 8, '3': 4, '4': 7, '5': 0, '6': 0, '7': 0}",30.1,2,551,4,,,,
230,"{'1': 8, '2': 6, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
231,"{'1': 8, '2': 7, '3': 7, '4': 5, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
232,"{'1': 7, '2': 7, '3': 8, '4': 5, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
233,"{'1': 7, '2': 8, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
234,"{'1': 5, '2': 9, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
235,"{'1': 7, '2': 7, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
236,"{'1': 5, '2': 7, '3': 8, '4': 7, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
237,"{'1': 5, '2': 8, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
238,"{'1': 7, '2': 7, '3': 9, '4': 4, '5': 0, '6': 0, '7': 0}",30.0,2,550,4,,,,
239,"{'1': 7, '2': 6, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
240,"{'1': 7, '2': 7, '3': 9, '4': 4, '5': 0, '6': 0, '7': 0}",30.0,2,550,4,,,,
241,"{'1': 7, '2': 7, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
242,"{'1': 8, '2': 7, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
243,"{'1': 8, '2': 7, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
244,"{'1': 6, '2': 7, '3': 10, '4': 4, '5': 0, '6': 0, '7': 0}",29.7,2,548,4,,,,
245,"{'1': 7, '2': 6, '3': 6, '4': 8, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
246,"{'1': 8, '2': 6, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
247,"{'1': 8, '2': 6, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
248,"{'1': 8, '2': 8, '3': 6, '4': 5, '5': 0, '6': 0, '7': 0}",30.900000000000002,2,553,4,,,,
249,"{'1': 8, '2': 8, '3': 4, '4': 7, '5': 0, '6': 0, '7': 0}",30.1,2,551,4,,,,
250,"{'1': 8, '2': 8, '3': 7, '4': 4, '5': 0, '6': 0, '7': 0}",30.1,2,551,4,,,,
251,"{'1': 7, '2': 8, '3': 7, '4': 5, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
252,"{'1': 5, '2': 8, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
253,"{'1': 9, '2': 7, '3': 8, '4': 3, '5': 0, '6': 0, '7': 0}",32.7,2,547,4,,,,
254,"{'1': 9, '2': 7, '3': 6, '4': 5, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
255,"{'1': 9, '2': 7, '3': 6, '4': 5, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
256,"{'1': 8, '2': 6, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
257,"{'1': 6, '2': 9, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.1,2,555,4,,,,
258,"{'1': 6, '2': 8, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
259,"{'1': 7, '2': 9, '3': 6, '4': 5, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
260,"{'1': 8, '2': 8, '3': 4, '4': 7, '5': 0, '6': 0, '7': 0}",30.1,2,551,4,,,,
261,"{'1': 8, '2': 8, '3': 6, '4': 5, '5': 0, '6': 0, '7': 0}",30.900000000000002,2,553,4,,,,
262,"{'1': 6, '2': 6, '3': 8, '4': 7, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
263,"{'1': 7, '2': 7, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
264,"{'1': 8, '2': 6, '3': 9, '4': 4, '5': 0, '6': 0, '7': 0}",29.900000000000002,2,549,4,,,,
265,"{'1': 5, '2': 8, '3': 6, '4': 8, '5': 0, '6': 0, '7': 0}",30.9,2,553,4,,,,
266,"{'1': 7, '2': 8, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
267,"{'1': 6, '2': 9, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.1,2,555,4,,,,
268,"{'1': 10, '2': 6, '3': 5, '4': 6, '5': 0, '6': 0, '7': 0}",30.5,2,551,4,,,,
269,"{'1': 10, '2': 8, '3': 5, '4': 4, '5': 0, '6': 0, '7': 0}",29.3,2,547,4,,,,
270,"{'1': 9, '2': 7, '3': 5, '4': 6, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
271,"{'1': 7, '2': 5, '3': 7, '4': 8, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
272,"{'1': 6, '2': 7, '3': 9, '4': 5, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
273,"{'1': 7, '2': 6, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
274,"{'1': 8, '2': 7, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
275,"{'1': 7, '2': 5, '3': 7, '4': 8, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
276,"{'1': 7, '2': 7, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
277,"{'1': 8, '2': 7, '3': 8, '4': 4, '5': 0, '6': 0, '7': 0}",30.1,2,551,4,,,,
278,"{'1': 6, '2': 9, '3': 5, '4': 7, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
279,"{'1': 8, '2': 6, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
280,"{'1': 9, '2': 8, '3': 5, '4': 5, '5': 0, '6': 0, '7': 0}",30.4,2,551,4,,,,
281,"{'1': 7, '2': 7, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
282,"{'1': 6, '2': 8, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
283,"{'1': 8, '2': 7, '3': 7, '4': 5, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
284,"{'1': 10, '2': 8, '3': 4, '4': 5, '5': 0, '6': 0, '7': 0}",29.3,2,547,4,,,,
285,"{'1': 8, '2': 8, '3': 6, '4': 5, '5': 0, '6': 0, '7': 0}",30.900000000000002,2,553,4,,,,
286,"{'1': 9, '2': 6, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.1,2,555,4,,,,
287,"{'1': 8, '2': 5, '3': 6, '4': 8, '5': 0, '6': 0, '7': 0}",30.9,2,553,4,,,,
288,"{'1': 8, '2': 7, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
289,"{'1': 9, '2': 6, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.1,2,555,4,,,,
290,"{'1': 6, '2': 10, '3': 4, '4': 7, '5': 0, '6': 0, '7': 0}",29.7,2,548,4,,,,
291,"{'1': 8, '2': 6, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
292,"{'1': 9, '2': 5, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
293,"{'1': 7, '2': 8, '3': 5, '4': 7, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
294,"{'1': 7, '2': 6, '3': 9, '4': 5, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
295,"{'1': 7, '2': 8, '3': 7, '4': 5, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
296,"{'1': 6, '2': 8, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
297,"{'1': 6, '2': 7, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
298,"{'1': 6, '2': 8, '3': 8, '4': 5, '5': 0, '6': 0, '7': 0}",30.900000000000002,2,553,4,,,,
299,"{'1': 6, '2': 6, '3': 8, '4': 7, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
300,"{'1': 9, '2': 7, '3': 6, '4': 5, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
301,"{'1': 8, '2': 6, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
302,"{'1': 7, '2': 8, '3': 8, '4': 4, '5': 0, '6': 0, '7': 0}",30.1,2,551,4,,,,
303,"{'1': 7, '2': 8, '3': 7, '4': 5, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
304,"{'1': 6, '2': 7, '3': 8, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
305,"{'1': 7, '2': 8, '3': 4, '4': 8, '5': 0, '6': 0, '7': 0}",30.1,2,551,4,,,,
306,"{'1': 7, '2': 10, '3': 7, '4': 3, '5': 0, '6': 0, '7': 0}",32.5,2,546,4,,,,
307,"{'1': 7, '2': 6, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
308,"{'1': 9, '2': 8, '3': 4, '4': 6, '5': 0, '6': 0, '7': 0}",29.900000000000002,2,549,4,,,,
309,"{'1': 8, '2': 7, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
310,"{'1': 8, '2': 9, '3': 5, '4': 5, '5': 0, '6': 0, '7': 0}",30.4,2,551,4,,,,
311,"{'1': 9, '2': 7, '3': 6, '4': 5, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
312,"{'1': 10, '2': 4, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",29.7,2,548,4,,,,
313,"{'1': 8, '2': 5, '3': 8, '4': 6, '5': 0, '6': 0, '7': 0}",30.900000000000002,2,553,4,,,,
314,"{'1': 8, '2': 7, '3': 5, '4': 7, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
315,"{'1': 9, '2': 8, '3': 7, '4': 3, '5': 0, '6': 0, '7': 0}",32.7,2,547,4,,,,
316,"{'1': 7, '2': 7, '3': 8, '4': 5, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
317,"{'1': 7, '2': 8, '3': 5, '4': 7, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
318,"{'1': 10, '2': 6, '3': 6, '4': 5, '5': 0, '6': 0, '7': 0}",30.5,2,551,4,,,,
319,"{'1': 8, '2': 6, '3': 5, '4': 8, '5': 0, '6': 0, '7': 0}",30.9,2,553,4,,,,
320,"{'1': 7, '2': 6, '3': 6, '4': 8, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
321,"{'1': 6, '2': 6, '3': 7, '4': 8, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
322,"{'1': 7, '2': 6, '3': 6, '4': 8, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
323,"{'1': 9, '2': 5, '3': 8, '4': 5, '5': 0, '6': 0, '7': 0}",30.400000000000002,2,551,4,,,,
324,"{'1': 7, '2': 8, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
325,"{'1': 7, '2': 8, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
326,"{'1': 8, '2': 6, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
327,"{'1': 7, '2': 8, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
328,"{'1': 7, '2': 4, '3': 8, '4': 8, '5': 0, '6': 0, '7': 0}",30.1,2,551,4,,,,
329,"{'1': 7, '2': 7, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
330,"{'1': 7, '2': 8, '3': 5, '4': 7, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
331,"{'1': 7, '2': 6, '3': 8, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
332,"{'1': 7, '2': 8, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
333,"{'1': 6, '2': 7, '3': 8, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
334,"{'1': 7, '2': 8, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
335,"{'1': 8, '2': 8, '3': 7, '4': 4, '5': 0, '6': 0, '7': 0}",30.1,2,551,4,,,,
336,"{'1': 8, '2': 7, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
337,"{'1': 8, '2': 8, '3': 5, '4': 6, '5': 0, '6': 0, '7': 0}",30.900000000000002,2,553,4,,,,
338,"{'1': 9, '2': 6, '3': 5, '4': 7, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
339,"{'1': 7, '2': 7, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
340,"{'1': 7, '2': 7, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
341,"{'1': 6, '2': 7, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
342,"{'1': 6, '2': 7, '3': 6, '4': 8, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
343,"{'1': 6, '2': 6, '3': 6, '4': 9, '5': 0, '6': 0, '7': 0}",31.1,2,555,4,,,,
344,"{'1': 7, '2': 8, '3': 7, '4': 5, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
345,"{'1': 6, '2': 8, '3': 8, '4': 5, '5': 0, '6': 0, '7': 0}",30.900000000000002,2,553,4,,,,
346,"{'1': 7, '2': 6, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
347,"{'1': 6, '2': 8, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
348,"{'1': 6, '2': 7, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
349,"{'1': 7, '2': 6, '3': 9, '4': 5, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
350,"{'1': 8, '2': 5, '3': 8, '4': 6, '5': 0, '6': 0, '7': 0}",30.900000000000002,2,553,4,,,,
351,"{'1': 8, '2': 4, '3': 7, '4': 8, '5': 0, '6': 0, '7': 0}",30.1,2,551,4,,,,
352,"{'1': 8, '2': 6, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
353,"{'1': 5, '2': 7, '3': 9, '4': 6, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
354,"{'1': 6, '2': 7, '3': 9, '4': 5, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
355,"{'1': 9, '2': 6, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.1,2,555,4,,,,
356,"{'1': 8, '2': 7, '3': 5, '4': 7, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
357,"{'1': 8, '2': 5, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
358,"{'1': 9, '2': 7, '3': 6, '4': 5, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
359,"{'1': 7, '2': 6, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
360,"{'1': 5, '2': 7, '3': 5, '4': 10, '5': 0, '6': 0, '7': 0}",30.2,2,550,4,,,,
361,"{'1': 8, '2': 5, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
362,"{'1': 8, '2': 5, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
363,"{'1': 8, '2': 6, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
364,"{'1': 6, '2': 8, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
365,"{'1': 7, '2': 8, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
366,"{'1': 8, '2': 7, '3': 8, '4': 4, '5': 0, '6': 0, '7': 0}",30.1,2,551,4,,,,
367,"{'1': 7, '2': 9, '3': 7, '4': 4, '5': 0, '6': 0, '7': 0}",30.0,2,550,4,,,,
368,"{'1': 9, '2': 7, '3': 6, '4': 5, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
369,"{'1': 9, '2': 8, '3': 4, '4': 6, '5': 0, '6': 0, '7': 0}",29.900000000000002,2,549,4,,,,
370,"{'1': 7, '2': 7, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
371,"{'1': 9, '2': 5, '3': 8, '4': 5, '5': 0, '6': 0, '7': 0}",30.400000000000002,2,551,4,,,,
372,"{'1': 9, '2': 4, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",30.0,2,550,4,,,,
373,"{'1': 7, '2': 8, '3': 7, '4': 5, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
374,"{'1': 7, '2': 6, '3': 8, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
375,"{'1': 8, '2': 5, '3': 8, '4': 6, '5': 0, '6': 0, '7': 0}",30.900000000000002,2,553,4,,,,
376,"{'1': 7, '2': 6, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
377,"{'1': 5, '2': 6, '3': 9, '4': 7, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
378,"{'1': 9, '2': 6, '3': 8, '4': 4, '5': 0, '6': 0, '7': 0}",29.900000000000002,2,549,4,,,,
379,"{'1': 10, '2': 6, '3': 5, '4': 6, '5': 0, '6': 0, '7': 0}",30.5,2,551,4,,,,
380,"{'1': 7, '2': 6, '3': 9, '4': 5, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
381,"{'1': 10, '2': 6, '3': 6, '4': 5, '5': 0, '6': 0, '7': 0}",30.5,2,551,4,,,,
382,"{'1': 9, '2': 5, '3': 8, '4': 5, '5': 0, '6': 0, '7': 0}",30.400000000000002,2,551,4,,,,
383,"{'1': 8, '2': 7, '3': 5, '4': 7, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
384,"{'1': 9, '2': 6, '3': 7, '4': 5, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
385,"{'1': 7, '2': 8, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
386,"{'1': 6, '2': 8, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
387,"{'1': 10, '2': 7, '3': 6, '4': 4, '5': 0, '6': 0, '7': 0}",29.700000000000003,2,548,4,,,,
388,"{'1': 7, '2': 7, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
389,"{'1': 9, '2': 3, '3': 7, '4': 8, '5': 0, '6': 0, '7': 0}",32.7,2,547,4,,,,
390,"{'1': 9, '2': 8, '3': 5, '4': 5, '5': 0, '6': 0, '7': 0}",30.4,2,551,4,,,,
391,"{'1': 8, '2': 6, '3': 5, '4': 8, '5': 0, '6': 0, '7': 0}",30.9,2,553,4,,,,
392,"{'1': 7, '2': 7, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
393,"{'1': 6, '2': 7, '3': 9, '4': 5, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
394,"{'1': 7, '2': 7, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
395,"{'1': 9, '2': 7, '3': 6, '4': 5, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
396,"{'1': 9, '2': 5, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
397,"{'1': 8, '2': 7, '3': 7, '4': 5, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
398,"{'1': 7, '2': 7, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
399,"{'1': 7, '2': 7, '3': 8, '4': 5, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
400,"{'1': 8, '2': 6, '3': 5, '4': 8, '5': 0, '6': 0, '7': 0}",30.9,2,553,4,,,,
401,"{'1': 7, '2': 6, '3': 9, '4': 5, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
402,"{'1': 8, '2': 6, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
403,"{'1': 8, '2': 8, '3': 5, '4': 6, '5': 0, '6': 0, '7': 0}",30.900000000000002,2,553,4,,,,
404,"{'1': 8, '2': 6, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
405,"{'1': 8, '2': 8, '3': 5, '4': 6, '5': 0, '6': 0, '7': 0}",30.900000000000002,2,553,4,,,,
406,"{'1': 8, '2': 7, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
407,"{'1': 8, '2': 6, '3': 5, '4': 8, '5': 0, '6': 0, '7': 0}",30.9,2,553,4,,,,
408,"{'1': 7, '2': 8, '3': 7, '4': 5, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
409,"{'1': 8, '2': 7, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
410,"{'1': 8, '2': 7, '3': 5, '4': 7, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
411,"{'1': 9, '2': 9, '3': 5, '4': 4, '5': 0, '6': 0, '7': 0}",29.400000000000002,2,548,4,,,,
412,"{'1': 10, '2': 7, '3': 5, '4': 5, '5': 0, '6': 0, '7': 0}",30.2,2,550,4,,,,
413,"{'1': 7, '2': 7, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
414,"{'1': 7, '2': 8, '3': 5, '4': 7, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
415,"{'1': 7, '2': 7, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
416,"{'1': 6, '2': 6, '3': 9, '4': 6, '5': 0, '6': 0, '7': 0}",31.1,2,555,4,,,,
417,"{'1': 6, '2': 8, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
418,"{'1': 9, '2': 6, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",31.1,2,555,4,,,,
419,"{'1': 7, '2': 7, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
420,"{'1': 9, '2': 6, '3': 8, '4': 4, '5': 0, '6': 0, '7': 0}",29.900000000000002,2,549,4,,,,
421,"{'1': 8, '2': 6, '3': 8, '4': 5, '5': 0, '6': 0, '7': 0}",30.900000000000002,2,553,4,,,,
422,"{'1': 7, '2': 6, '3': 8, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
423,"{'1': 8, '2': 6, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
424,"{'1': 7, '2': 6, '3': 9, '4': 5, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
425,"{'1': 9, '2': 5, '3': 8, '4': 5, '5': 0, '6': 0, '7': 0}",30.400000000000002,2,551,4,,,,
426,"{'1': 10, '2': 6, '3': 6, '4': 5, '5': 0, '6': 0, '7': 0}",30.5,2,551,4,,,,
427,"{'1': 9, '2': 7, '3': 5, '4': 6, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
428,"{'1': 8, '2': 8, '3': 7, '4': 4, '5': 0, '6': 0, '7': 0}",30.1,2,551,4,,,,
429,"{'1': 7, '2': 7, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
430,"{'1': 6, '2': 9, '3': 5, '4': 7, '5': 0, '6': 0, '7': 0}",30.8,2,552,4,,,,
431,"{'1': 6, '2': 7, '3': 6, '4': 8, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
432,"{'1': 6, '2': 8, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
433,"{'1': 8, '2': 6, '3': 5, '4': 8, '5': 0, '6': 0, '7': 0}",30.9,2,553,4,,,,
434,"{'1': 6, '2': 7, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
435,"{'1': 6, '2': 7, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
436,"{'1': 6, '2': 8, '3': 5, '4': 8, '5': 0, '6': 0, '7': 0}",30.9,2,553,4,,,,
437,"{'1': 8, '2': 6, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
438,"{'1': 7, '2': 7, '3': 6, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
439,"{'1': 8, '2': 9, '3': 5, '4': 5, '5': 0, '6': 0, '7': 0}",30.4,2,551,4,,,,
440,"{'1': 7, '2': 6, '3': 7, '4': 7, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
441,"{'1': 7, '2': 7, '3': 7, '4': 6, '5': 0, '6': 0, '7': 0}",31.400000000000002,2,558,4,,,,
442,"{'1': 9, '2': 7, '3': 7, '4': 4, '5': 0, '6': 0, '7': 0}",30.0,2,550,4,,,,
443,"{'1': 8, '2': 7, '3': 5, '4': 7, '5': 0, '6': 0, '7': 0}",31.0,2,554,4,,,,
444,"{'1': 8, '2': 5, '3': 5, '4': 9, '5': 0, '6': 0, '7': 0}",30.4,2,551,4,,,,
445,"{'1': 8, '2': 8, '3': 6, '4': 5, '5': 0, '6': 0, '7': 0}",30.900000000000002,2,553,4,,,,
446,"{'1': 6, '2': 6, '3': 8, '4': 7, '5': 0, '6': 0, '7': 0}",31.3,2,556,4,,,,
